discordants,split_reads,circle_score,mean_cov,cov_incr_start,cov_incr_end,con_continuity,len_coords,target
3.0,0.0,0.0,6.54,0.74,0.97,0.0,100.0,0.0
0.0,1.0,33.0,7.92,0.35,0.39,0.0,36.0,0.0
0.0,2.0,32.99,2.48,0.74,1.0,0.0,143.0,0.0
4.0,0.0,0.0,20.33,0.44,0.73,0.0,57.0,0.0
4.0,0.0,0.0,6.12,0.67,0.84,0.0,41.0,0.0
4.0,0.0,0.0,174.83,0.9,0.96,0.0,78.0,0.0
0.0,1.0,26.0,0.88,0.82,0.61,0.46,84767756.0,0.0
4.0,0.0,0.0,16.25,0.94,0.82,0.0,148.0,0.0
0.0,1.0,16.0,0.68,0.17,1.0,0.51,147.0,0.0
0.0,1.0,22.99,1.35,0.73,0.96,0.36,25376122.0,0.0
0.0,1.0,7.99,0.84,0.91,0.82,0.43,339.0,0.0
5.0,0.0,0.0,3.22,0.85,1.0,0.02,87.0,0.0
0.0,1.0,25.0,2.84,0.67,0.73,0.0,99.0,0.0
0.0,1.0,39.0,3.78,0.69,0.64,0.0,67.0,0.0
3.0,0.0,0.0,57.8,0.89,0.9,0.0,221.0,0.0
4.0,0.0,0.0,0.96,0.64,1.0,0.29,356.0,0.0
0.0,1.0,39.0,2.01,0.46,0.73,0.01,159.0,0.0
0.0,1.0,38.0,2.26,0.23,0.78,0.01,380.0,0.0
0.0,1.0,45.0,0.77,0.49,0.31,0.44,345.0,0.0
0.0,1.0,15.0,2.49,0.87,0.82,0.0,74.0,0.0
4.0,0.0,0.0,3.51,0.7,0.97,0.01,96.0,0.0
4.0,0.0,0.0,6.75,0.93,0.93,0.0,61.0,0.0
0.0,1.0,12.0,0.81,0.83,0.85,0.49,43217866.0,0.0
0.0,1.0,13.0,1.64,0.36,0.52,0.24,188319246.0,0.0
4.0,0.0,0.0,2.08,0.39,0.58,0.07,291.0,0.0
0.0,1.0,20.0,5.51,0.55,0.95,0.08,1679.0,0.0
4.0,0.0,0.0,0.43,0.97,1.0,0.63,344.0,0.0
0.0,1.0,30.0,3.2,0.5,0.9,0.0,196.0,0.0
4.0,0.0,0.0,3.29,0.91,0.82,0.0,87.0,0.0
0.0,1.0,52.87,23.14,0.8,0.87,0.0,51.0,0.0
0.0,1.0,34.0,2.01,0.47,0.35,0.0,95.0,0.0
6.0,0.0,0.0,218.33,0.88,0.99,0.0,123.0,0.0
0.0,1.0,8.91,4.21,0.91,0.97,0.0,85.0,0.0
8.0,0.0,0.0,46.45,0.87,0.95,0.0,118.0,0.0
0.0,1.0,24.99,1.06,0.03,0.62,0.54,76788507.0,0.0
4.0,0.0,0.0,1.42,0.47,0.81,0.21,185.0,0.0
0.0,2.0,48.97,4.09,0.39,0.69,0.0,162.0,0.0
0.0,1.0,27.0,0.95,1.0,1.0,0.49,22668608.0,0.0
0.0,1.0,21.0,16.5,0.16,0.18,0.0,28.0,0.0
24.0,8.0,95.72,12.97,0.95,0.99,0.39,1996953.0,1.0
0.0,1.0,30.0,3.53,0.26,0.35,0.0,58.0,0.0
0.0,1.0,10.99,1.24,0.31,0.89,0.31,193799767.0,0.0
4.0,0.0,0.0,3.04,0.51,0.66,0.0,47.0,0.0
0.0,1.0,36.71,12.41,0.07,0.34,0.0,39.0,0.0
0.0,2.0,37.0,1.55,0.24,1.0,0.69,367.0,0.0
4.0,0.0,0.0,0.17,0.4,1.0,0.85,498.0,0.0
28.0,0.0,0.0,578.28,0.43,0.95,0.0,99.0,0.0
0.0,1.0,35.0,6.82,0.21,0.91,0.0,106.0,0.0
4.0,0.0,0.0,159.93,0.9,0.77,0.0,152.0,0.0
6.0,0.0,0.0,26.95,0.55,0.64,0.0,170.0,0.0
10.0,0.0,0.0,2.2,0.51,0.73,0.0,302.0,0.0
0.0,2.0,50.0,0.66,0.25,1.0,0.36,209.0,0.0
18.0,0.0,0.0,1.03,0.24,0.97,0.48,38634702.0,0.0
6.0,0.0,0.0,0.61,0.65,0.63,0.66,19766.0,0.0
0.0,6.0,232.0,34.62,0.94,0.94,0.0,42.0,0.0
4.0,0.0,0.0,19.5,0.6,0.93,0.0,173.0,0.0
0.0,1.0,44.0,3.92,0.54,0.71,0.0,92.0,0.0
4.0,0.0,0.0,8.48,0.7,0.92,0.0,146.0,0.0
0.0,1.0,27.0,1.5,0.25,0.21,0.76,416.0,0.0
4.0,0.0,0.0,0.66,0.39,1.0,0.4,221.0,0.0
4.0,0.0,0.0,1.97,0.26,0.75,0.0,66.0,0.0
0.0,1.0,16.0,9.09,0.18,0.1,0.0,89.0,0.0
0.0,1.0,34.0,5.04,0.39,0.83,0.0,113.0,0.0
4.0,0.0,0.0,4.27,0.49,0.38,0.05,345.0,0.0
24.0,0.0,0.0,222.38,0.28,0.82,0.0,169.0,0.0
3.0,0.0,0.0,30.94,0.93,0.99,0.11,71.0,0.0
0.0,1.0,54.0,2.79,0.56,1.0,0.0,163.0,0.0
0.0,1.0,32.0,4.35,0.64,0.43,0.0,78.0,0.0
19.0,0.0,0.0,894.02,0.71,0.95,0.0,175.0,0.0
4.0,0.0,0.0,4.27,0.93,0.95,0.0,143.0,0.0
0.0,1.0,35.0,7.39,0.86,0.86,0.0,66.0,0.0
0.0,1.0,33.0,7.49,0.58,0.54,0.0,70.0,0.0
0.0,1.0,27.0,0.83,0.51,0.32,0.54,11737947.0,0.0
0.0,1.0,31.0,4.08,0.26,0.5,0.0,60.0,0.0
4.0,0.0,0.0,49.85,0.37,0.85,0.0,73.0,0.0
0.0,3.0,128.97,10.0,0.48,0.84,0.0,65.0,0.0
0.0,1.0,10.94,12.56,0.23,0.32,0.0,85.0,0.0
0.0,2.0,77.0,2.54,0.87,0.3,0.0,100.0,0.0
132.0,5.0,39.96,1.05,1.0,0.98,0.88,11826080.0,0.0
4.0,0.0,0.0,2.0,0.43,0.66,0.18,12416.0,0.0
22.0,0.0,0.0,616.96,0.89,0.94,0.0,80.0,0.0
0.0,1.0,8.97,12.92,0.28,0.78,0.04,515.0,0.0
0.0,1.0,20.98,14.73,0.43,0.29,0.0,118.0,0.0
6.0,0.0,0.0,6.9,0.6,0.79,0.0,83.0,0.0
4.0,0.0,0.0,5.06,0.68,0.69,0.0,569.0,0.0
4.0,0.0,0.0,2.55,0.71,0.73,0.0,87.0,0.0
4.0,0.0,0.0,1.23,0.99,0.9,0.34,142.0,0.0
13.0,0.0,0.0,255.78,0.84,0.85,0.0,149.0,0.0
4.0,0.0,0.0,14.2,0.64,0.67,0.0,138.0,0.0
0.0,1.0,15.99,0.41,1.0,1.0,0.68,145.0,0.0
0.0,1.0,8.98,2.54,0.13,0.2,0.0,48.0,0.0
0.0,1.0,8.0,2.85,0.62,0.93,0.0,103.0,0.0
0.0,1.0,7.98,2.66,0.58,0.86,0.0,70.0,0.0
0.0,4.0,117.8,9.16,0.39,0.52,0.41,425.0,0.0
0.0,1.0,26.0,3.98,0.47,0.23,0.0,142.0,0.0
0.0,1.0,52.0,2.78,0.42,0.88,0.0,88.0,0.0
3.0,0.0,0.0,10.01,1.0,0.66,0.0,105.0,0.0
4.0,0.0,0.0,14.2,0.35,0.24,0.0,138.0,0.0
0.0,1.0,8.0,2.67,0.59,0.74,0.0,101.0,0.0
0.0,1.0,29.0,2.6,0.71,0.97,0.0,57.0,0.0
0.0,1.0,21.0,3.37,0.52,0.55,0.0,59.0,0.0
23.0,0.0,0.0,277.42,0.86,0.99,0.0,255.0,0.0
0.0,1.0,45.0,3.09,0.73,0.88,0.0,193.0,0.0
0.0,1.0,27.94,2.62,0.99,0.99,0.0,61.0,0.0
0.0,1.0,27.0,4.56,0.56,0.72,0.0,54.0,0.0
4.0,0.0,0.0,0.85,0.54,0.45,0.36,373.0,0.0
12.0,0.0,0.0,57.12,0.52,0.86,0.02,40584.0,0.0
0.0,2.0,43.0,5.0,0.16,0.18,0.0,27.0,0.0
4.0,0.0,0.0,3.9,0.66,0.99,0.0,101.0,0.0
0.0,2.0,58.0,7.41,0.41,0.64,0.0,74.0,0.0
6.0,0.0,0.0,3.64,0.75,0.72,0.0,201.0,0.0
0.0,1.0,50.0,4.23,0.61,0.85,0.0,110.0,0.0
4.0,0.0,0.0,1.78,0.33,0.94,0.18,199.0,0.0
0.0,1.0,28.0,0.61,0.2,0.92,0.72,414.0,0.0
0.0,1.0,25.0,1.53,0.16,0.38,0.34,67863647.0,0.0
4.0,0.0,0.0,108.75,0.93,0.89,0.0,110.0,0.0
0.0,1.0,21.0,3.69,0.81,0.65,0.0,78.0,0.0
0.0,7.0,306.0,3.64,0.52,0.66,0.74,419.0,0.0
0.0,1.0,9.0,2.73,0.95,0.4,0.05,95.0,0.0
0.0,1.0,37.0,2.44,0.43,0.95,0.0,90.0,0.0
0.0,2.0,18.0,14.0,0.69,0.73,0.0,42.0,0.0
6.0,0.0,0.0,47.24,0.15,0.1,0.0,42.0,0.0
0.0,1.0,8.0,3.66,0.62,0.92,0.0,90.0,0.0
0.0,1.0,19.0,4.7,0.19,0.33,0.0,43.0,0.0
8.0,0.0,0.0,10.12,0.64,0.93,0.0,166.0,0.0
3.0,0.0,0.0,1.02,0.58,0.86,0.47,118157974.0,0.0
6.0,0.0,0.0,0.69,0.98,0.7,0.76,1841.0,0.0
4.0,0.0,0.0,0.85,0.14,0.63,0.39,123.0,0.0
6.0,0.0,0.0,202.18,0.81,0.58,0.0,114.0,0.0
4.0,8.0,316.0,3.62,0.5,0.69,0.0,164.0,1.0
4.0,0.0,0.0,0.73,0.99,1.0,0.41,155.0,0.0
0.0,2.0,62.9,6.18,0.59,0.88,0.0,185.0,0.0
8.0,0.0,0.0,17.66,0.66,0.9,0.0,61.0,0.0
3.0,0.0,0.0,5.6,0.72,0.71,0.0,192.0,0.0
4.0,0.0,0.0,1.08,0.98,0.89,0.4,124.0,0.0
3.0,0.0,0.0,2.07,0.62,0.63,0.14,5696.0,0.0
4.0,0.0,0.0,0.98,0.41,1.0,0.04,201.0,0.0
11.0,0.0,0.0,473.25,0.85,0.93,0.0,203.0,0.0
18.0,0.0,0.0,61.65,0.31,0.79,0.0,66.0,0.0
17.0,0.0,0.0,122.69,0.51,0.96,0.0,162.0,0.0
0.0,1.0,40.0,2.18,0.5,0.64,0.04,315.0,0.0
4.0,0.0,0.0,4.22,0.41,0.57,0.0,54.0,0.0
3.0,0.0,0.0,14.0,0.66,0.96,0.14,71.0,0.0
4.0,0.0,0.0,1.58,0.77,0.87,0.08,90.0,0.0
0.0,1.0,26.0,3.28,0.48,0.96,0.0,89.0,0.0
99.0,3.0,24.0,41.23,0.27,0.26,0.0,16568.0,0.0
9.0,0.0,0.0,177.71,0.33,0.96,0.0,114.0,0.0
0.0,1.0,31.0,0.87,0.52,0.41,0.7,322.0,0.0
4.0,0.0,0.0,5.96,0.13,0.18,0.0,56.0,0.0
4.0,0.0,0.0,11.73,0.87,0.99,0.0,99.0,0.0
0.0,1.0,8.0,2.17,0.44,0.17,0.52,192.0,0.0
0.0,1.0,20.0,1.25,0.62,1.0,0.44,219624683.0,0.0
0.0,1.0,27.0,7.92,0.43,0.73,0.0,80.0,0.0
0.0,1.0,34.0,1.69,0.34,0.75,0.15,258.0,0.0
0.0,2.0,17.94,7.67,0.34,0.55,0.0,30.0,0.0
0.0,1.0,19.0,1.11,0.51,1.0,0.4,70758296.0,0.0
0.0,1.0,28.0,2.42,0.99,0.99,0.0,90.0,0.0
6.0,0.0,0.0,32.79,0.3,0.83,0.0,356.0,0.0
0.0,1.0,23.77,5.79,0.2,0.13,0.0,84.0,0.0
0.0,2.0,27.86,0.57,0.15,0.93,0.51,423.0,0.0
0.0,1.0,44.0,4.23,0.55,0.37,0.0,65.0,0.0
4.0,0.0,0.0,3.09,0.72,1.0,0.01,124.0,0.0
0.0,2.0,15.9,8.89,0.24,0.75,0.0,148.0,0.0
4.0,0.0,0.0,7.84,0.5,0.52,0.0,128.0,0.0
49.0,0.0,0.0,663.07,0.79,0.79,0.0,102.0,0.0
3.0,0.0,0.0,18.94,0.38,0.79,0.0,71.0,0.0
0.0,1.0,38.96,2.87,0.85,0.52,0.0,86.0,0.0
0.0,1.0,27.0,0.69,0.52,0.92,0.77,415.0,0.0
0.0,1.0,7.96,1.2,0.84,0.95,0.0,44.0,0.0
4.0,0.0,0.0,42.36,0.63,0.89,0.0,101.0,0.0
55.0,4.0,50.0,1.19,1.0,0.8,0.81,11826080.0,0.0
0.0,1.0,47.0,5.17,0.38,0.39,0.0,115.0,0.0
14.0,0.0,0.0,8.22,0.9,0.96,0.0,73.0,0.0
4.0,0.0,0.0,8.77,0.23,0.59,0.0,61.0,0.0
19.0,0.0,0.0,2000.99,0.99,0.99,0.0,131.0,0.0
0.0,1.0,18.0,0.98,0.8,0.46,0.38,6845.0,0.0
20.0,0.0,0.0,202.97,0.16,0.38,0.0,305.0,0.0
0.0,1.0,23.0,3.26,0.35,0.72,0.05,504.0,0.0
0.0,1.0,15.0,4.97,0.58,0.95,0.0,33.0,0.0
4.0,0.0,0.0,3.69,0.55,1.0,0.14,508.0,0.0
0.0,2.0,62.0,5.6,0.8,0.35,0.0,65.0,0.0
0.0,2.0,72.0,3.61,0.76,0.98,0.0,93.0,0.0
4.0,0.0,0.0,8.48,0.65,0.9,0.0,127.0,0.0
17.0,0.0,0.0,471.71,0.49,0.94,0.0,136.0,0.0
3.0,0.0,0.0,13.01,0.8,0.79,0.0,136.0,0.0
0.0,1.0,30.0,2.46,0.74,0.97,0.0,61.0,0.0
3.0,0.0,0.0,3.35,0.22,1.0,0.52,2264477.0,0.0
4.0,0.0,0.0,113.02,0.86,0.75,0.0,165.0,0.0
0.0,1.0,22.0,1.86,0.6,0.35,0.23,36744040.0,0.0
3.0,0.0,0.0,7.74,0.48,0.93,0.0,96.0,0.0
29.0,0.0,0.0,934.78,1.0,0.99,0.0,130.0,0.0
0.0,1.0,9.0,1.26,0.55,0.71,0.16,107.0,0.0
5.0,0.0,0.0,33.86,0.98,0.95,0.0,133.0,0.0
4.0,0.0,0.0,3.98,0.42,0.69,0.0,63.0,0.0
0.0,1.0,34.0,7.7,0.58,0.61,0.0,64.0,0.0
4.0,0.0,0.0,6.32,0.46,0.38,0.0,66.0,0.0
4.0,0.0,0.0,1.57,0.6,1.0,0.1,120.0,0.0
0.0,1.0,18.0,2.8,0.45,0.72,0.0,83.0,0.0
3.0,0.0,0.0,20.65,0.21,0.35,0.0,8871.0,0.0
3.0,0.0,0.0,68.9,0.29,0.9,0.0,107.0,0.0
3.0,0.0,0.0,6.02,0.14,0.6,0.0,56.0,0.0
8.0,0.0,0.0,1.94,0.84,0.74,0.33,325.0,0.0
4.0,0.0,0.0,19.87,0.83,0.78,0.04,5623.0,0.0
0.0,1.0,30.0,5.63,0.22,0.38,0.0,51.0,0.0
0.0,1.0,19.81,14.69,0.13,0.46,0.0,80.0,0.0
0.0,1.0,36.0,0.97,0.2,1.0,0.18,214.0,0.0
0.0,1.0,11.94,4.84,0.27,0.56,0.0,67.0,0.0
3.0,0.0,0.0,7.8,0.91,0.27,0.22,10771875.0,0.0
3.0,0.0,0.0,11.12,0.78,0.85,0.0,101.0,0.0
4.0,0.0,0.0,51.91,0.21,0.83,0.0,66.0,0.0
0.0,2.0,79.68,30.97,0.27,0.3,0.0,108.0,0.0
0.0,1.0,34.0,5.31,0.56,0.48,0.0,59.0,0.0
19.0,0.0,0.0,450.6,0.93,0.85,0.0,97.0,0.0
0.0,1.0,25.0,2.4,0.63,0.99,0.0,72.0,0.0
0.0,1.0,8.0,13.6,0.57,0.68,0.0,96.0,0.0
0.0,1.0,9.0,31.28,0.76,0.64,0.0,190.0,0.0
3.0,0.0,0.0,154.55,0.91,0.94,0.07,58.0,0.0
1.0,1.0,8.0,2.11,0.21,0.91,0.27,468.0,0.0
0.0,2.0,48.0,3.2,0.58,0.84,0.15,59.0,0.0
30.0,0.0,0.0,364.06,0.18,0.2,0.0,93469859.0,0.0
18.0,0.0,0.0,341.45,0.95,0.98,0.0,140.0,0.0
0.0,1.0,22.0,3.98,0.73,0.76,0.0,45.0,0.0
0.0,2.0,39.97,22.91,0.07,0.28,0.0,88.0,0.0
3.0,0.0,0.0,12.62,0.86,0.97,0.0,52.0,0.0
4.0,0.0,0.0,0.72,0.49,0.91,0.49,146.0,0.0
0.0,1.0,13.0,0.43,0.99,1.0,0.67,4750667.0,0.0
3.0,0.0,0.0,5.4,0.7,0.93,0.0,149.0,0.0
3.0,0.0,0.0,30.7,0.92,0.98,0.0,54.0,0.0
4.0,0.0,0.0,1.62,0.12,0.79,0.32,157.0,0.0
0.0,1.0,25.87,4.12,0.34,0.36,0.0,52.0,0.0
3.0,0.0,0.0,91.78,0.42,0.93,0.0,148.0,0.0
4.0,0.0,0.0,0.41,0.98,0.7,0.64,308.0,0.0
0.0,1.0,22.96,3.2,0.2,0.42,0.0,44.0,0.0
0.0,1.0,41.0,3.9,0.49,0.56,0.3,281.0,0.0
6.0,0.0,0.0,52.44,0.39,0.88,0.0,50.0,0.0
0.0,1.0,29.0,2.62,0.99,0.62,0.0,65.0,0.0
0.0,1.0,20.0,8.23,0.18,0.57,0.2,192274.0,0.0
6.0,0.0,0.0,6.56,0.52,0.38,0.19,82060.0,0.0
0.0,2.0,48.0,57.07,0.9,0.9,0.0,45.0,0.0
36.0,0.0,0.0,116.78,0.81,0.95,0.0,63.0,0.0
4.0,0.0,0.0,19.55,0.75,0.87,0.0,110.0,0.0
4.0,0.0,0.0,7.23,0.64,0.6,0.22,16486.0,0.0
0.0,1.0,21.0,1.25,0.24,0.2,0.26,140.0,0.0
4.0,0.0,0.0,2.21,0.53,0.99,0.11,296.0,0.0
0.0,1.0,7.98,1.95,0.75,0.95,0.01,75.0,0.0
0.0,1.0,9.0,0.79,0.36,0.95,0.47,106425977.0,0.0
0.0,1.0,38.99,7.99,0.81,0.69,0.0,104.0,0.0
0.0,1.0,21.0,1.15,0.0,0.76,0.39,106648628.0,0.0
4.0,0.0,0.0,1.06,0.41,0.52,0.26,350.0,0.0
0.0,1.0,33.0,3.53,0.49,0.79,0.0,57.0,0.0
0.0,1.0,26.0,16.76,0.37,0.42,0.0,119.0,0.0
6.0,0.0,0.0,30.85,0.35,0.91,0.0,109.0,0.0
0.0,1.0,11.0,1.16,0.29,0.52,0.36,8392550.0,0.0
28.0,0.0,0.0,336.25,0.96,0.95,0.0,145.0,0.0
4.0,0.0,0.0,5.62,0.71,0.55,0.0,359.0,0.0
0.0,1.0,32.0,3.37,0.57,0.84,0.0,76.0,0.0
4.0,0.0,0.0,0.47,0.32,1.0,0.53,238.0,0.0
0.0,1.0,23.96,5.66,0.37,0.59,0.0,76.0,0.0
8.0,0.0,0.0,34.18,0.57,0.92,0.0,96.0,0.0
0.0,1.0,20.0,12.0,0.61,0.6,0.0,40.0,0.0
8.0,0.0,0.0,2.84,0.85,0.98,0.1,294.0,0.0
6.0,0.0,0.0,1530.82,1.0,1.0,0.0,106.0,0.0
0.0,1.0,34.0,5.32,0.55,0.77,0.0,78.0,0.0
200.0,0.0,0.0,2446.89,0.59,0.68,0.0,107.0,0.0
0.0,1.0,38.0,1.32,0.97,0.76,0.31,389.0,0.0
4.0,0.0,0.0,2.09,0.32,0.83,0.03,115.0,0.0
8.0,0.0,0.0,2.36,0.51,1.0,0.05,292.0,0.0
6.0,0.0,0.0,18.9,0.04,0.05,0.0,58.0,0.0
0.0,1.0,17.98,2.98,0.5,0.65,0.0,100.0,0.0
272.0,0.0,0.0,2132.19,0.99,0.91,0.0,187.0,0.0
0.0,1.0,44.0,3.82,0.63,0.62,0.0,80.0,0.0
0.0,1.0,29.0,3.74,0.29,0.61,0.0,46.0,0.0
2.0,1.0,20.0,13.51,0.68,0.84,0.0,231.0,0.0
8.0,0.0,0.0,363.52,1.0,1.0,0.0,123.0,0.0
0.0,1.0,41.0,4.22,0.53,0.67,0.0,85.0,0.0
0.0,1.0,8.0,4.03,0.4,0.56,0.0,150.0,0.0
0.0,1.0,34.0,5.08,0.48,0.65,0.0,76.0,0.0
0.0,1.0,18.0,2.42,0.56,0.33,0.07,2271.0,0.0
6.0,0.0,0.0,0.44,1.0,0.95,0.72,64601990.0,0.0
0.0,1.0,38.0,1.48,0.98,1.0,0.22,191.0,0.0
3.0,0.0,0.0,56.58,0.6,0.91,0.0,76.0,0.0
0.0,1.0,21.0,13.6,0.32,0.7,0.0,171.0,0.0
7.0,0.0,0.0,10.44,0.71,0.7,0.0,209.0,0.0
0.0,1.0,25.0,3.78,0.66,0.48,0.0,46.0,0.0
0.0,1.0,25.0,2.71,0.99,0.82,0.0,51.0,0.0
6.0,0.0,0.0,269.5,0.98,1.0,0.0,136.0,0.0
4.0,0.0,0.0,1.31,0.42,0.79,0.01,96.0,0.0
0.0,1.0,31.0,2.66,0.58,0.97,0.04,285.0,0.0
4.0,0.0,0.0,46.42,0.21,0.86,0.0,2905.0,0.0
4.0,0.0,0.0,2.98,0.77,0.99,0.0,43.0,0.0
6.0,0.0,0.0,3.14,0.97,0.35,0.21,49509644.0,0.0
0.0,1.0,25.98,3.48,0.43,1.0,0.0,118.0,0.0
0.0,1.0,35.0,2.71,0.98,0.98,0.0,59.0,0.0
0.0,1.0,28.0,2.47,0.98,0.98,0.0,68.0,0.0
4.0,0.0,0.0,10.78,0.56,0.87,0.0,123.0,0.0
0.0,1.0,21.0,2.2,0.71,0.7,0.0,126.0,0.0
4.0,0.0,0.0,4.62,0.46,0.85,0.0,175.0,0.0
0.0,2.0,79.0,5.65,0.99,0.99,0.0,80.0,0.0
0.0,1.0,22.0,19.68,0.91,0.55,0.01,567.0,0.0
13.0,0.0,0.0,258.78,0.94,0.82,0.0,176.0,0.0
22.0,0.0,0.0,291.39,0.86,1.0,0.0,207.0,0.0
0.0,1.0,38.0,5.04,0.22,0.63,0.0,73.0,0.0
0.0,1.0,14.0,16.98,0.52,0.33,0.0,123.0,0.0
0.0,1.0,14.97,1.1,0.54,0.5,0.43,136220402.0,0.0
14.0,3.0,24.0,96.69,0.39,0.18,0.0,16568.0,0.0
0.0,5.0,190.0,5.72,0.77,0.88,0.17,313.0,0.0
0.0,1.0,34.0,2.68,0.55,0.46,0.3,144.0,0.0
5.0,0.0,0.0,3.01,0.64,0.61,0.42,232.0,0.0
0.0,1.0,8.0,0.9,0.11,1.0,0.58,86213201.0,0.0
4.0,0.0,0.0,11.12,0.26,0.95,0.0,129.0,0.0
0.0,1.0,14.93,25.28,0.29,0.97,0.0,169.0,0.0
68.0,0.0,0.0,462.99,0.57,0.5,0.0,250.0,0.0
4.0,0.0,0.0,1.92,0.68,0.91,0.31,172.0,0.0
4.0,0.0,0.0,8.54,0.89,0.89,0.0,57.0,0.0
10.0,0.0,0.0,157.58,0.33,0.53,0.0,852.0,0.0
0.0,2.0,80.0,6.23,0.99,0.99,0.0,52.0,0.0
0.0,1.0,30.0,5.85,0.59,0.82,0.0,123.0,0.0
0.0,1.0,21.97,1.32,0.29,0.45,0.37,47685556.0,0.0
7.0,0.0,0.0,256.2,0.8,1.0,0.01,193.0,0.0
4.0,0.0,0.0,95.49,0.7,0.94,0.0,140.0,0.0
32.0,0.0,0.0,209.06,0.11,0.99,0.0,2916.0,0.0
0.0,1.0,37.0,2.4,0.32,0.92,0.0,80.0,0.0
3.0,0.0,0.0,206.28,0.94,0.99,0.0,153.0,0.0
0.0,1.0,29.0,1.96,0.45,0.73,0.0,93.0,0.0
4.0,0.0,0.0,0.64,0.74,1.0,0.53,234.0,0.0
0.0,1.0,33.0,4.66,0.73,0.76,0.2,184.0,0.0
10.0,0.0,0.0,454.34,0.67,0.99,0.0,67.0,0.0
1.0,1.0,9.0,4.12,0.45,0.64,0.0,369.0,0.0
4.0,0.0,0.0,1.6,0.65,0.92,0.16,269.0,0.0
15.0,0.0,0.0,94.43,0.54,0.59,0.02,3808.0,0.0
0.0,1.0,21.0,1.89,0.65,0.65,0.21,32339230.0,0.0
4.0,0.0,0.0,8.52,0.79,1.0,0.0,126.0,0.0
0.0,1.0,29.0,0.67,0.49,1.0,0.72,403.0,0.0
0.0,1.0,29.0,4.18,0.52,0.82,0.0,122.0,0.0
0.0,1.0,19.0,1.04,0.55,0.59,0.48,121810277.0,0.0
4.0,0.0,0.0,0.81,0.29,0.4,0.46,368.0,0.0
4.0,0.0,0.0,14.23,0.11,0.6,0.0,439.0,0.0
0.0,1.0,52.0,3.54,0.82,0.73,0.0,96.0,0.0
0.0,1.0,21.0,0.64,0.1,0.17,0.79,388.0,0.0
6.0,0.0,0.0,25.73,0.58,0.29,0.05,45624.0,0.0
6.0,0.0,0.0,121.32,0.98,1.0,0.03,152.0,0.0
0.0,1.0,39.0,3.01,0.51,0.37,0.0,74.0,0.0
3.0,0.0,0.0,16.28,0.35,0.72,0.0,58.0,0.0
0.0,1.0,11.0,1.29,1.0,1.0,0.08,51.0,0.0
0.0,1.0,22.95,1.83,0.26,0.52,0.25,110259189.0,0.0
0.0,1.0,39.0,12.32,0.63,0.82,0.0,87.0,0.0
0.0,3.0,78.0,5.33,0.96,0.99,0.0,107.0,0.0
0.0,1.0,7.99,0.87,0.14,0.96,0.32,241.0,0.0
34.0,0.0,0.0,785.35,0.92,0.92,0.0,71.0,0.0
0.0,1.0,17.89,0.86,0.56,0.61,0.46,109399572.0,0.0
4.0,0.0,0.0,2.86,0.29,0.63,0.0,65.0,0.0
0.0,1.0,8.0,2.05,0.63,0.92,0.14,787.0,0.0
4.0,0.0,0.0,2.55,0.88,0.88,0.0,65.0,0.0
0.0,1.0,32.0,1.57,0.5,0.36,0.29,4034.0,0.0
0.0,2.0,52.0,29.29,0.19,0.42,0.0,140.0,0.0
4.0,0.0,0.0,0.9,0.42,0.47,0.1,110.0,0.0
7.0,0.0,0.0,300.79,0.89,1.0,0.0,160.0,0.0
4.0,0.0,0.0,8.13,0.52,0.97,0.0,100.0,0.0
4.0,0.0,0.0,1.51,0.99,0.81,0.22,282.0,0.0
4.0,0.0,0.0,0.25,0.43,1.0,0.75,303.0,0.0
42.0,0.0,0.0,554.37,0.7,0.97,0.0,59.0,0.0
0.0,1.0,52.0,0.98,0.99,0.66,0.48,6353.0,0.0
18.0,0.0,0.0,11.97,0.61,0.84,0.0,420.0,0.0
6.0,0.0,0.0,4.61,0.99,1.0,0.1,115.0,0.0
6.0,0.0,0.0,1.03,0.53,0.28,0.43,23466614.0,0.0
6.0,0.0,0.0,24.0,0.17,0.93,0.0,144.0,0.0
0.0,1.0,16.94,8.07,0.48,0.9,0.0,82.0,0.0
0.0,1.0,25.0,25.61,0.9,0.94,0.0,33.0,0.0
0.0,1.0,8.0,1.73,0.31,0.88,0.12,48.0,0.0
0.0,1.0,11.0,6.21,0.34,0.43,0.0,72.0,0.0
0.0,1.0,23.0,8.15,0.61,0.83,0.0,158.0,0.0
9.0,0.0,0.0,8.36,0.04,0.17,0.18,49657468.0,0.0
0.0,1.0,39.0,0.91,0.95,0.28,0.48,1193.0,0.0
6.0,0.0,0.0,27.28,0.27,0.97,0.0,208.0,0.0
0.0,1.0,16.0,1.04,0.61,0.86,0.46,2807273.0,0.0
12.0,0.0,0.0,72.72,0.51,0.66,0.0,74.0,0.0
22.0,0.0,0.0,238.35,0.15,0.71,0.08,193.0,0.0
4.0,0.0,0.0,0.55,0.74,1.0,0.68,411.0,0.0
0.0,1.0,7.96,13.7,0.46,0.55,0.0,60.0,0.0
0.0,1.0,7.95,2.56,0.84,0.8,0.06,68.0,0.0
0.0,2.0,15.99,5.01,1.0,0.65,0.0,340.0,0.0
4.0,0.0,0.0,22.63,0.2,0.87,0.0,169.0,0.0
0.0,2.0,66.0,4.55,0.99,0.86,0.0,95.0,0.0
2.0,2.0,89.94,1.54,0.99,0.99,0.18,378.0,0.0
