discordants,split_reads,circle_score,mean_cov,cov_incr_start,cov_incr_end,con_continuity,len_coords,target
0.0,1.0,21.0,1.22,0.22,0.88,0.37,109221987.0,0.0
0.0,1.0,59.0,10.88,0.74,0.73,0.0,33.0,0.0
3.0,0.0,0.0,53.69,0.88,0.94,0.0,147.0,0.0
0.0,1.0,25.0,6.53,0.29,0.3,0.0,53.0,0.0
0.0,1.0,39.0,3.05,0.24,0.34,0.0,63.0,0.0
0.0,1.0,20.0,24.77,0.86,0.77,0.0,208.0,0.0
0.0,1.0,33.0,1.3,0.98,1.0,0.35,291.0,0.0
0.0,1.0,11.0,1.15,0.6,0.27,0.38,16840313.0,0.0
0.0,2.0,70.0,4.72,0.24,0.35,0.0,87.0,0.0
1.0,1.0,20.0,3.84,0.33,0.67,0.44,261.0,0.0
0.0,1.0,47.0,1.69,0.62,0.66,0.0,117.0,0.0
12.0,0.0,0.0,81.02,0.65,0.92,0.0,291.0,0.0
0.0,1.0,8.99,1.97,0.38,0.38,0.0,30.0,0.0
0.0,1.0,25.0,2.0,0.74,0.33,0.0,60.0,0.0
4.0,0.0,0.0,8.9,0.86,0.86,0.0,143.0,0.0
4.0,0.0,0.0,4.81,0.59,0.76,0.0,122.0,0.0
10.0,0.0,0.0,343.87,0.99,1.0,0.0,113.0,0.0
0.0,1.0,41.0,4.64,0.62,0.7,0.0,94.0,0.0
4.0,0.0,0.0,2.32,0.46,0.72,0.0,260.0,0.0
0.0,1.0,32.0,3.47,0.99,0.99,0.0,53.0,0.0
0.0,1.0,37.0,1.64,0.44,1.0,0.35,150.0,0.0
4.0,0.0,0.0,1.86,0.42,0.82,0.0,79.0,0.0
0.0,1.0,30.0,2.77,0.99,0.99,0.0,57.0,0.0
3.0,0.0,0.0,42.27,0.62,0.99,0.0,166.0,0.0
8.0,2.0,17.86,13.03,0.83,0.89,0.0,184.0,0.0
0.0,1.0,8.98,6.74,0.33,0.51,0.0,42.0,0.0
4.0,0.0,0.0,2.75,0.46,0.77,0.0,141.0,0.0
4.0,0.0,0.0,1.41,0.71,0.57,0.05,155.0,0.0
0.0,1.0,38.0,4.78,0.66,0.77,0.0,95.0,0.0
4.0,0.0,0.0,5.82,0.63,0.91,0.0,137.0,0.0
3.0,0.0,0.0,7.77,0.99,0.9,0.0,103.0,0.0
0.0,1.0,32.0,1.23,0.98,1.0,0.38,146.0,0.0
0.0,1.0,28.0,1.15,0.43,1.0,0.4,18079561.0,0.0
0.0,1.0,28.0,1.31,0.08,0.42,0.39,69832304.0,0.0
0.0,1.0,13.0,0.84,0.62,1.0,0.5,149076249.0,0.0
4.0,0.0,0.0,0.64,0.74,0.75,0.68,351.0,0.0
4.0,0.0,0.0,1.32,0.6,0.67,0.37,322.0,0.0
4.0,0.0,0.0,24.75,0.73,0.94,0.0,121.0,0.0
0.0,2.0,84.0,1.4,0.34,0.67,0.38,2935.0,0.0
4.0,0.0,0.0,55.21,0.4,0.79,0.0,61.0,0.0
0.0,1.0,36.0,2.52,0.42,0.68,0.03,203.0,0.0
4.0,0.0,0.0,3.45,0.32,1.0,0.0,158.0,0.0
0.0,1.0,15.0,1.46,0.43,0.56,0.45,1575.0,0.0
34.0,0.0,0.0,1280.77,0.92,0.95,0.0,269.0,0.0
4.0,0.0,0.0,11.2,0.32,0.59,0.0,65.0,0.0
15.0,0.0,0.0,94.69,0.24,0.67,0.0,287.0,0.0
0.0,1.0,31.9,41.0,0.82,0.82,0.0,34.0,0.0
24.0,0.0,0.0,34.39,0.76,0.93,0.04,25030.0,0.0
3.0,0.0,0.0,10.87,0.66,0.89,0.0,125.0,0.0
0.0,1.0,8.0,6.83,0.21,0.77,0.0,84.0,0.0
33.0,0.0,0.0,467.75,0.61,0.99,0.0,106.0,0.0
0.0,1.0,35.0,2.06,0.56,0.75,0.0,125.0,0.0
0.0,1.0,13.97,6.53,0.77,0.93,0.0,32.0,0.0
3.0,0.0,0.0,99.19,0.77,0.97,0.0,136.0,0.0
4.0,0.0,0.0,0.3,0.4,1.0,0.7,246.0,0.0
0.0,1.0,32.0,12.82,0.61,0.61,0.0,68.0,0.0
0.0,1.0,9.0,3.15,0.34,0.63,0.05,104.0,0.0
0.0,1.0,14.0,2.0,0.21,0.21,0.0,19.0,0.0
3.0,0.0,0.0,84.92,0.28,0.74,0.0,186.0,0.0
0.0,1.0,28.0,1.34,0.23,0.99,0.17,142.0,0.0
0.0,1.0,23.84,4.34,0.18,0.7,0.12,63934.0,0.0
0.0,1.0,22.0,1.12,0.12,1.0,0.28,193.0,0.0
0.0,1.0,22.0,4.57,0.43,0.43,0.0,76.0,0.0
14.0,0.0,0.0,14.18,0.99,0.94,0.0,323.0,0.0
5.0,0.0,0.0,5.25,0.56,0.36,0.22,232.0,0.0
0.0,1.0,37.0,1.63,0.6,1.0,0.09,294.0,0.0
0.0,1.0,36.0,1.99,0.56,0.99,0.0,96.0,0.0
9.0,6.0,126.0,163.51,0.33,0.67,0.0,567.0,0.0
4.0,0.0,0.0,31.92,0.52,0.95,0.0,59.0,0.0
8.0,0.0,0.0,404.39,0.88,0.99,0.0,125.0,0.0
0.0,1.0,40.0,1.44,0.34,1.0,0.28,193.0,0.0
0.0,1.0,8.95,4.18,0.13,0.86,0.25,213.0,0.0
4.0,0.0,0.0,1.64,0.33,0.69,0.0,135.0,0.0
6.0,0.0,0.0,41.52,0.91,0.39,0.0,190.0,0.0
0.0,1.0,19.99,4.55,0.23,0.23,0.0,20.0,0.0
0.0,1.0,18.0,1.73,0.41,1.0,0.13,966.0,0.0
3.0,0.0,0.0,29.36,0.7,0.58,0.0,209.0,0.0
48.0,0.0,0.0,279.08,0.53,0.89,0.0,260.0,0.0
140.0,0.0,0.0,1993.79,0.93,0.72,0.0,72.0,0.0
3.0,0.0,0.0,3.26,0.97,1.0,0.06,118.0,0.0
0.0,1.0,35.0,3.33,0.5,0.56,0.0,63.0,0.0
0.0,1.0,30.0,1.47,0.3,1.0,0.0,135.0,0.0
4.0,0.0,0.0,12.27,0.53,0.65,0.0,99.0,0.0
4.0,0.0,0.0,0.9,0.99,0.99,0.1,82.0,0.0
0.0,4.0,128.0,16.49,0.62,0.87,0.0,95.0,0.0
4.0,0.0,0.0,7.25,0.72,0.82,0.0,171.0,0.0
4.0,0.0,0.0,0.65,0.66,1.0,0.39,453.0,0.0
0.0,1.0,8.0,1.72,0.45,0.32,0.09,32.0,0.0
0.0,1.0,8.0,2.04,0.63,0.5,0.3,132.0,0.0
0.0,1.0,18.0,0.86,0.03,0.38,0.47,140453592.0,0.0
0.0,1.0,19.0,0.67,0.45,1.0,0.69,385.0,0.0
0.0,1.0,33.0,2.52,0.65,0.99,0.0,73.0,0.0
4.0,0.0,0.0,1.34,0.25,0.41,0.32,151.0,0.0
4.0,0.0,0.0,69.52,0.29,0.59,0.0,71.0,0.0
4.0,0.0,0.0,3.7,0.45,0.59,0.0,246.0,0.0
4.0,0.0,0.0,14.61,0.71,0.99,0.0,121.0,0.0
0.0,1.0,31.0,3.82,0.43,0.91,0.0,190.0,0.0
0.0,1.0,18.0,9.79,0.06,0.14,0.0,33.0,0.0
16.0,0.0,0.0,34.55,0.57,0.69,0.0,139.0,0.0
0.0,1.0,46.0,4.01,0.73,0.59,0.0,82.0,0.0
4.0,0.0,0.0,5.8,0.12,0.42,0.0,65.0,0.0
4.0,0.0,0.0,12.53,0.38,0.31,0.02,486136.0,0.0
4.0,0.0,0.0,0.77,0.68,1.0,0.47,24610665.0,0.0
9.0,0.0,0.0,604.41,0.69,0.99,0.0,101.0,0.0
17.0,0.0,0.0,632.68,0.96,0.96,0.0,298.0,0.0
12.0,0.0,0.0,35.58,0.61,1.0,0.0,204.0,0.0
0.0,1.0,24.0,5.29,0.58,0.45,0.0,69.0,0.0
21.0,0.0,0.0,208.6,0.32,0.28,0.0,950.0,0.0
0.0,1.0,7.99,11.55,0.51,0.77,0.0,343.0,0.0
24.0,0.0,0.0,51.87,0.99,0.77,0.0,3640.0,0.0
0.0,1.0,41.0,2.87,0.28,0.34,0.0,69.0,0.0
8.0,0.0,0.0,57.79,0.84,0.97,0.0,105.0,0.0
0.0,3.0,62.75,7.71,0.51,0.52,0.12,90.0,0.0
4.0,0.0,0.0,1.12,0.74,1.0,0.26,101.0,0.0
0.0,1.0,8.96,5.1,0.28,0.5,0.0,63.0,0.0
0.0,1.0,25.0,0.94,0.97,0.95,0.49,419.0,0.0
20.0,0.0,0.0,1461.3,0.94,0.96,0.0,249.0,0.0
39.0,0.0,0.0,4771.59,0.96,0.99,0.0,63.0,0.0
12.0,0.0,0.0,436.42,0.93,1.0,0.0,130.0,0.0
4.0,0.0,0.0,0.47,0.61,1.0,0.72,565.0,0.0
0.0,1.0,11.0,0.81,0.2,0.14,0.45,31325277.0,0.0
0.0,1.0,37.0,2.04,0.45,0.63,0.0,186.0,0.0
0.0,1.0,36.0,1.65,0.38,1.0,0.0,112.0,0.0
0.0,1.0,31.0,1.92,0.6,0.99,0.0,93.0,0.0
4.0,0.0,0.0,1.97,0.55,0.85,0.02,237.0,0.0
4.0,0.0,0.0,6.94,1.0,0.95,0.0,303.0,0.0
1.0,2.0,74.0,7.35,0.61,0.65,0.0,71.0,0.0
22.0,0.0,0.0,227.39,0.32,0.4,0.0,1017.0,0.0
0.0,1.0,25.0,1.7,1.0,0.29,0.19,2010.0,0.0
4.0,0.0,0.0,1.36,0.31,0.98,0.36,219.0,0.0
0.0,1.0,23.0,1.13,0.26,0.8,0.73,425.0,0.0
0.0,1.0,25.0,16.08,0.11,0.2,0.0,73.0,0.0
4.0,0.0,0.0,4.92,0.39,1.0,0.0,234.0,0.0
0.0,1.0,9.0,1.29,1.0,0.54,0.35,140.0,0.0
0.0,1.0,15.0,1.84,0.38,0.65,0.0,58.0,0.0
0.0,1.0,26.0,6.48,0.68,0.68,0.0,84.0,0.0
0.0,1.0,39.0,2.11,0.3,0.84,0.55,214.0,0.0
7.0,0.0,0.0,191.22,0.63,0.64,0.0,147.0,0.0
0.0,1.0,43.0,3.24,1.0,0.75,0.0,379.0,0.0
3.0,0.0,0.0,12.48,0.49,0.86,0.0,62.0,0.0
0.0,1.0,29.0,17.91,0.26,0.3,0.0,88.0,0.0
25.0,0.0,0.0,707.87,0.94,0.94,0.0,169.0,0.0
3.0,0.0,0.0,42.63,0.81,0.78,0.0,168.0,0.0
7.0,0.0,0.0,279.29,0.71,1.0,0.0,193.0,0.0
20.0,0.0,0.0,1359.91,0.78,1.0,0.0,192.0,0.0
0.0,1.0,21.0,4.1,0.49,0.61,0.0,31.0,0.0
0.0,2.0,38.0,20.03,0.91,0.8,0.0,120.0,0.0
7.0,0.0,0.0,85.63,0.51,0.86,0.0,79.0,0.0
0.0,1.0,18.0,0.88,0.24,1.0,0.43,29940329.0,0.0
0.0,1.0,32.0,7.59,0.48,0.47,0.0,68.0,0.0
0.0,1.0,8.93,0.22,0.39,0.53,0.84,488.0,0.0
0.0,1.0,23.0,10.98,0.08,0.86,0.09,205.0,0.0
0.0,1.0,39.0,2.09,0.46,0.8,0.02,408.0,0.0
10.0,0.0,0.0,149.24,0.06,0.95,0.0,334.0,0.0
4.0,0.0,0.0,8.94,0.27,0.73,0.0,151.0,0.0
0.0,1.0,33.0,4.83,0.29,0.77,0.0,58.0,0.0
0.0,1.0,29.0,1.4,0.98,1.0,0.19,143.0,0.0
4.0,0.0,0.0,14.5,0.92,0.85,0.0,101.0,0.0
0.0,1.0,42.0,1.61,0.98,0.62,0.17,206.0,0.0
0.0,1.0,13.0,0.8,0.96,0.7,0.46,712.0,0.0
4.0,0.0,0.0,1.22,0.62,1.0,0.15,213.0,0.0
0.0,1.0,17.0,1.3,0.81,0.58,0.0,108.0,0.0
0.0,1.0,34.0,6.54,0.42,0.6,0.0,61.0,0.0
3.0,0.0,0.0,12.03,0.97,0.9,0.0,119.0,0.0
0.0,2.0,29.99,2.6,0.49,0.81,0.13,399.0,0.0
0.0,1.0,39.0,4.44,0.27,0.67,0.0,62.0,0.0
0.0,1.0,34.93,3.48,0.56,0.65,0.0,63.0,0.0
6.0,0.0,0.0,40.34,0.49,0.46,0.0,163.0,0.0
18.0,0.0,0.0,61.52,0.43,0.87,0.0,62.0,0.0
4.0,0.0,0.0,64.15,0.73,1.0,0.02,241.0,0.0
6.0,0.0,0.0,15.58,0.02,0.36,0.03,4114.0,0.0
0.0,1.0,30.0,7.07,0.51,0.56,0.0,58.0,0.0
0.0,1.0,20.99,1.12,0.12,0.68,0.43,123523240.0,0.0
3.0,0.0,0.0,21.52,0.7,0.84,0.0,142.0,0.0
0.0,1.0,7.98,2.39,0.38,0.64,0.0,127.0,0.0
156.0,4.0,32.0,148.41,0.36,0.27,0.0,16568.0,0.0
0.0,1.0,40.0,0.79,0.38,1.0,0.6,237.0,0.0
0.0,1.0,35.0,2.04,0.23,0.7,0.13,223.0,0.0
4.0,0.0,0.0,1.31,0.31,0.34,0.01,96.0,0.0
4.0,0.0,0.0,6.1,0.71,0.81,0.0,151.0,0.0
0.0,1.0,13.0,1.15,0.47,0.88,0.33,247077.0,0.0
3.0,0.0,0.0,22.83,0.55,0.75,0.0,60.0,0.0
4.0,0.0,0.0,0.52,0.23,1.0,0.57,361.0,0.0
4.0,0.0,0.0,252.47,0.8,0.91,0.0,201.0,0.0
0.0,1.0,37.0,1.01,0.21,0.47,0.62,264.0,0.0
0.0,1.0,24.0,4.48,0.49,0.83,0.08,178.0,0.0
12.0,0.0,0.0,137.75,0.95,0.94,0.0,129.0,0.0
4.0,0.0,0.0,1.82,0.33,0.91,0.34,343.0,0.0
0.0,1.0,9.0,1.15,0.9,0.9,0.4,52.0,0.0
1.0,2.0,74.0,2.42,0.53,0.52,0.21,895.0,0.0
4.0,0.0,0.0,1.37,0.4,1.0,0.25,150.0,0.0
12.0,0.0,0.0,66.87,0.26,0.29,0.0,3180.0,0.0
0.0,1.0,32.0,3.44,0.94,0.94,0.0,78.0,0.0
0.0,1.0,8.0,0.8,1.0,1.0,0.52,2105824.0,0.0
0.0,1.0,27.0,1.11,0.36,0.39,0.4,17143805.0,0.0
4.0,0.0,0.0,0.43,0.5,1.0,0.63,345.0,0.0
0.0,1.0,8.0,0.92,0.49,0.38,0.51,443.0,0.0
6.0,0.0,0.0,5.69,0.53,1.0,0.01,105.0,0.0
1.0,1.0,7.95,17.61,0.3,0.85,0.02,648.0,0.0
4.0,0.0,0.0,0.2,0.97,1.0,0.8,383.0,0.0
0.0,1.0,40.0,0.85,0.51,0.39,0.53,38171552.0,0.0
4.0,0.0,0.0,12.23,0.96,0.89,0.0,128.0,0.0
1.0,1.0,20.0,8.76,0.58,0.91,0.0,79.0,0.0
0.0,1.0,35.0,1.43,0.23,1.0,0.32,123.0,0.0
0.0,1.0,20.0,2.8,0.24,0.81,0.21,305.0,0.0
0.0,1.0,17.0,1.95,0.47,0.67,0.19,124.0,0.0
4.0,0.0,0.0,6.23,0.41,0.57,0.03,71.0,0.0
28.0,0.0,0.0,683.85,0.17,0.98,0.0,1054.0,0.0
0.0,1.0,9.0,9.33,0.87,0.95,0.0,42.0,0.0
0.0,1.0,26.0,2.64,0.99,0.58,0.0,53.0,0.0
0.0,2.0,15.98,8.08,0.4,0.67,0.0,426.0,0.0
0.0,1.0,8.0,1.55,0.34,0.57,0.08,51.0,0.0
0.0,1.0,8.0,1.95,1.0,0.29,0.04,101.0,0.0
0.0,1.0,37.0,2.83,1.0,0.79,0.0,106.0,0.0
0.0,1.0,27.0,2.13,0.62,0.41,0.0,94.0,0.0
6.0,0.0,0.0,45.12,0.18,0.55,0.0,198.0,0.0
4.0,0.0,0.0,15.38,0.33,0.4,0.0,768058.0,0.0
0.0,1.0,8.0,2.48,0.46,0.97,0.04,97.0,0.0
4.0,0.0,0.0,2.93,0.47,0.79,0.0,367.0,0.0
6.0,0.0,0.0,70.96,0.84,0.91,0.0,166.0,0.0
4.0,0.0,0.0,0.18,0.97,1.0,0.82,412.0,0.0
6.0,0.0,0.0,1.11,0.39,0.99,0.02,89.0,0.0
8.0,0.0,0.0,4.35,0.63,0.85,0.0,245.0,0.0
0.0,1.0,32.0,4.18,0.79,0.87,0.0,76.0,0.0
2.0,1.0,38.0,2.17,0.35,0.7,0.3,3909.0,0.0
0.0,1.0,14.0,3.02,0.32,0.23,0.0,61.0,0.0
44.0,0.0,0.0,899.81,0.93,1.0,0.0,91.0,0.0
4.0,0.0,0.0,6.18,0.58,0.93,0.0,138.0,0.0
4.0,0.0,0.0,4.65,0.69,0.92,0.0,320.0,0.0
185.0,6.0,48.0,23.72,1.0,1.0,0.01,418533.0,0.0
0.0,1.0,40.0,4.38,0.56,0.24,0.28,173.0,0.0
4.0,0.0,0.0,1.99,0.7,0.94,0.0,70.0,0.0
0.0,1.0,9.0,1.03,1.0,0.98,0.48,181.0,0.0
4.0,0.0,0.0,18.75,0.9,0.82,0.0,169.0,0.0
4.0,0.0,0.0,3.78,0.24,0.62,0.0,67.0,0.0
4.0,0.0,0.0,4.51,0.56,0.78,0.0,144.0,0.0
2.0,4.0,202.0,3.74,0.81,0.77,0.0,135.0,1.0
4.0,0.0,0.0,26.26,0.15,0.61,0.0,50.0,0.0
4.0,0.0,0.0,4.93,1.0,1.0,0.01,116.0,0.0
4.0,0.0,0.0,6.15,0.92,0.92,0.0,52.0,0.0
0.0,1.0,27.0,2.58,0.31,0.46,0.19,125.0,0.0
3.0,0.0,0.0,11.74,0.28,0.88,0.0,68.0,0.0
4.0,0.0,0.0,9.06,0.71,0.85,0.0,84.0,0.0
0.0,1.0,39.99,10.07,0.7,0.89,0.0,92.0,0.0
0.0,2.0,54.0,0.98,0.66,1.0,0.21,379.0,0.0
0.0,2.0,46.0,1.82,0.31,1.0,0.0,124.0,0.0
0.0,1.0,39.0,5.88,0.43,0.68,0.0,72.0,0.0
0.0,1.0,25.0,1.48,0.23,0.69,0.34,24975977.0,0.0
0.0,1.0,36.0,2.57,0.51,0.55,0.0,67.0,0.0
0.0,4.0,147.0,22.78,0.62,0.8,0.0,46.0,0.0
4.0,0.0,0.0,0.31,0.33,1.0,0.69,244.0,0.0
0.0,1.0,29.0,4.41,0.68,0.82,0.0,124.0,0.0
0.0,1.0,22.0,1.3,0.42,0.56,0.75,417.0,0.0
16.0,0.0,0.0,15.66,0.93,0.96,0.0,389.0,0.0
0.0,1.0,25.9,1.86,0.38,1.0,0.04,183.0,0.0
3.0,0.0,0.0,4.93,0.54,0.85,0.0,76.0,0.0
0.0,1.0,32.0,2.52,0.54,0.99,0.0,62.0,0.0
6.0,0.0,0.0,116.42,0.43,0.99,0.0,230.0,0.0
4.0,0.0,0.0,1.88,0.35,0.93,0.11,156.0,0.0
4.0,0.0,0.0,0.91,0.74,1.0,0.35,283.0,0.0
3.0,0.0,0.0,54.89,0.88,0.93,0.0,55.0,0.0
0.0,1.0,46.0,3.9,0.36,0.83,0.0,72.0,0.0
0.0,1.0,13.0,2.0,0.2,0.27,0.0,18.0,0.0
6.0,0.0,0.0,40.44,0.45,0.7,0.0,202.0,0.0
0.0,1.0,26.0,1.12,0.21,0.45,0.43,100160072.0,0.0
4.0,0.0,0.0,1.35,0.33,0.66,0.1,397.0,0.0
8.0,0.0,0.0,12.7,0.82,0.82,0.0,74.0,0.0
0.0,1.0,20.98,2.9,0.49,0.66,0.0,192.0,0.0
0.0,1.0,46.0,37.49,0.46,0.93,0.0,168.0,0.0
0.0,1.0,34.0,2.58,0.57,0.78,0.05,77.0,0.0
4.0,2.0,15.9,1.49,0.61,0.89,0.17,362.0,0.0
0.0,1.0,42.0,5.9,0.56,0.71,0.0,81.0,0.0
0.0,1.0,44.0,4.27,0.56,0.72,0.0,110.0,0.0
3.0,0.0,0.0,2.29,0.48,0.48,0.19,3669.0,0.0
0.0,1.0,32.83,19.75,0.54,0.92,0.0,69.0,0.0
10.0,0.0,0.0,27.97,0.66,0.8,0.07,59408.0,0.0
0.0,1.0,40.0,3.33,0.34,0.82,0.0,69.0,0.0
3.0,0.0,0.0,152.69,0.87,1.0,0.02,167.0,0.0
0.0,1.0,26.0,0.57,1.0,1.0,0.65,10246825.0,0.0
21.0,0.0,0.0,1088.33,0.89,0.92,0.0,212.0,0.0
0.0,1.0,7.98,4.1,0.25,0.31,0.0,31.0,0.0
0.0,1.0,16.0,1.92,0.23,0.73,0.39,394.0,0.0
0.0,1.0,26.98,1.66,1.0,0.69,0.03,117.0,0.0
0.0,1.0,10.0,0.74,1.0,1.0,0.5,4773.0,0.0
141.0,0.0,0.0,2908.96,0.91,0.82,0.0,99.0,0.0
4.0,0.0,0.0,21.32,0.12,0.43,0.0,40.0,0.0
4.0,0.0,0.0,13.64,0.27,0.56,0.0,66.0,0.0
0.0,1.0,41.0,2.92,0.91,0.78,0.0,80.0,0.0
0.0,2.0,68.0,5.42,0.68,0.91,0.0,59.0,0.0
4.0,0.0,0.0,1.66,0.65,0.71,0.06,211.0,0.0
0.0,1.0,44.0,2.79,0.63,0.99,0.0,73.0,0.0
0.0,1.0,25.0,3.59,0.8,0.8,0.0,54.0,0.0
8.0,0.0,0.0,741.71,0.71,1.0,0.0,176.0,0.0
0.0,1.0,7.98,0.72,0.0,0.74,0.5,68916363.0,0.0
0.0,1.0,16.0,1.64,0.35,0.25,0.23,41656025.0,0.0
13.0,0.0,0.0,506.26,0.7,0.98,0.0,77.0,0.0
4.0,0.0,0.0,0.69,0.3,1.0,0.43,131.0,0.0
0.0,1.0,9.0,1.09,0.44,1.0,0.41,72514499.0,0.0
15.0,0.0,0.0,21.28,0.89,0.94,0.02,27324.0,0.0
9.0,0.0,0.0,179.15,0.87,0.93,0.0,192.0,0.0
176.0,0.0,0.0,1066.52,0.99,0.62,0.0,267.0,0.0
4.0,0.0,0.0,2.02,0.16,0.74,0.05,331.0,0.0
0.0,1.0,46.0,1.85,0.29,0.72,0.0,125.0,0.0
0.0,1.0,9.0,12.98,0.57,0.4,0.0,64.0,0.0
3.0,0.0,0.0,6.66,0.79,0.6,0.03,128.0,0.0
8.0,0.0,0.0,1.26,0.18,0.09,0.39,65741997.0,0.0
0.0,1.0,52.0,1.2,0.99,1.0,0.1,157.0,0.0
0.0,1.0,14.99,2.58,0.82,0.66,0.0,116.0,0.0
24.0,0.0,0.0,517.61,0.66,0.96,0.0,59.0,0.0
0.0,1.0,22.0,20.48,0.41,0.71,0.0,775.0,0.0
0.0,1.0,9.0,3.57,0.15,0.21,0.0,28.0,0.0
4.0,0.0,0.0,5.42,0.65,0.71,0.0,132.0,0.0
7.0,0.0,0.0,354.27,0.99,1.0,0.0,174.0,0.0
4.0,0.0,0.0,5.78,0.47,0.84,0.0,240.0,0.0
6.0,0.0,0.0,41.11,0.72,0.95,0.0,176.0,0.0
4.0,0.0,0.0,8.65,0.92,0.81,0.0,89.0,0.0
0.0,1.0,9.0,6.05,0.51,0.74,0.0,95.0,0.0
0.0,1.0,18.0,2.7,0.84,0.68,0.31,120.0,0.0
0.0,1.0,22.0,3.24,0.39,0.96,0.0,50.0,0.0
4.0,0.0,0.0,8.96,0.62,0.87,0.0,55.0,0.0
8.0,0.0,0.0,34.18,0.42,0.87,0.0,96.0,0.0
0.0,1.0,8.0,1.22,0.39,0.72,0.37,9586078.0,0.0
0.0,1.0,8.0,1.29,0.2,0.32,0.36,59.0,0.0
0.0,1.0,7.98,15.47,0.33,0.76,0.0,294.0,0.0
4.0,0.0,0.0,1.69,0.46,1.0,0.03,212.0,0.0
0.0,1.0,31.0,3.05,0.35,0.54,0.02,127.0,0.0
6.0,0.0,0.0,16.53,0.94,0.92,0.0,129.0,0.0
0.0,1.0,9.0,1.75,0.29,0.45,0.04,28.0,0.0
4.0,0.0,0.0,1.8,0.48,0.95,0.27,365.0,0.0
0.0,2.0,44.0,1.99,0.41,0.44,0.21,126924916.0,0.0
0.0,2.0,42.0,0.99,0.6,0.77,0.48,23950129.0,0.0
9.0,0.0,0.0,164.74,0.08,0.63,0.0,14612.0,0.0
0.0,1.0,16.93,2.61,0.54,0.72,0.32,122.0,0.0
4.0,0.0,0.0,3.16,0.82,0.75,0.12,3072.0,0.0
0.0,1.0,16.0,4.49,0.45,0.66,0.0,63.0,0.0
0.0,1.0,32.0,2.43,0.98,0.64,0.0,74.0,0.0
2.0,33.0,977.54,92.61,0.99,0.97,0.0,418524.0,1.0
4.0,0.0,0.0,3.25,0.42,0.96,0.0,96.0,0.0
0.0,1.0,46.0,1.09,0.33,0.52,0.47,314.0,0.0
4.0,0.0,0.0,252.78,0.81,0.98,0.0,174.0,0.0
0.0,2.0,16.0,46.03,0.44,0.57,0.0,223.0,0.0
3.0,0.0,0.0,21.58,0.78,0.97,0.0,135.0,0.0
0.0,1.0,40.0,0.21,0.37,0.74,0.92,1226.0,0.0
12.0,0.0,0.0,27.32,0.37,0.49,0.0,15390.0,0.0
0.0,2.0,86.0,4.92,0.45,1.0,0.0,122.0,0.0
0.0,1.0,9.0,1.88,0.32,0.98,0.25,121276251.0,0.0
0.0,1.0,22.0,0.82,0.37,1.0,0.48,4034168.0,0.0
3.0,0.0,0.0,4.33,0.87,0.98,0.0,67.0,0.0
0.0,1.0,8.0,0.76,0.0,0.62,0.5,1290.0,0.0
12.0,0.0,0.0,116.29,0.72,0.66,0.0,217.0,0.0
3.0,0.0,0.0,0.86,0.97,0.51,0.47,739.0,0.0
4.0,0.0,0.0,3.45,1.0,1.0,0.13,321.0,0.0
0.0,1.0,28.0,2.6,0.37,1.0,0.0,111.0,0.0
0.0,1.0,31.0,7.56,0.58,0.61,0.0,61.0,0.0
6.0,0.0,0.0,90.62,0.43,0.94,0.0,99.0,0.0
4.0,0.0,0.0,1.18,0.29,0.87,0.05,78.0,0.0
0.0,1.0,23.0,1.95,0.55,0.95,0.21,11156998.0,0.0
4.0,0.0,0.0,0.41,0.64,1.0,0.65,2167.0,0.0
0.0,1.0,28.0,4.14,0.44,0.42,0.0,63.0,0.0
17.0,0.0,0.0,81.11,0.59,0.98,0.0,276.0,0.0
0.0,2.0,62.0,4.42,0.63,0.84,0.0,83.0,0.0
339.0,0.0,0.0,2473.07,0.99,0.42,0.0,284.0,0.0
5.0,0.0,0.0,155.26,0.7,0.98,0.0,61.0,0.0
1.0,1.0,9.0,4.28,0.35,0.49,0.0,79.0,0.0
0.0,1.0,7.97,0.54,1.0,0.97,0.7,121.0,0.0
3.0,0.0,0.0,11.56,0.59,0.71,0.0,123.0,0.0
38.0,0.0,0.0,371.77,0.84,0.94,0.0,195.0,0.0
0.0,1.0,43.0,3.54,0.25,0.41,0.03,615.0,0.0
6.0,0.0,0.0,58.33,0.8,0.93,0.0,64.0,0.0
0.0,1.0,24.0,4.2,0.39,0.59,0.0,87.0,0.0
5.0,0.0,0.0,2.17,0.96,0.8,0.6,13539.0,0.0
0.0,1.0,21.0,0.54,1.0,1.0,0.62,84825699.0,0.0
0.0,1.0,31.0,1.95,0.38,0.42,0.0,207.0,0.0
3.0,0.0,0.0,1.75,0.28,0.72,0.1,40.0,0.0
0.0,1.0,15.94,1.35,0.98,0.91,0.23,237.0,0.0
10.0,1.0,8.99,146.55,0.45,1.0,0.07,470.0,0.0
4.0,0.0,0.0,13.86,0.44,0.46,0.0,63.0,0.0
6.0,0.0,0.0,159.81,0.92,0.86,0.07,203.0,0.0
0.0,1.0,18.0,0.97,0.33,0.69,0.29,349.0,0.0
4.0,0.0,0.0,113.35,0.98,1.0,0.17,159.0,0.0
0.0,1.0,9.0,4.97,0.25,0.41,0.0,31.0,0.0
4.0,0.0,0.0,3.36,0.45,0.62,0.0,159.0,0.0
12.0,0.0,0.0,97.6,0.42,0.85,0.0,3382.0,0.0
0.0,1.0,18.0,2.37,0.19,0.81,0.34,379.0,0.0
